,Article_ID,Text
48,Geological Report_480,"In areas surrounding the Gamma High, salt movements are thought to have accompanied movements of major faults and deposition of Triassic clastic sediments (Pegrum and Ljones, 1984). It is probable that the two NW-SE trending lineaments, bounding Theta Vest, have had major influence on the development of that structure. The fault blocks seem to be irrestorable in cross-section view (Figure 4.13), but shearing along the lineaments could explain this. 42WELL 15/9-19 SR Fracture frequencySTATOIL Measured 1 meter intervals Fracture frequency, fractures per meter 4328433043324334DQ 4336V 4338rj= 4340* 4342Q 4344§ 4346•* 4348p 4350fc 4352-C 4354 ""ri 4356S-4358ft 4360tJ 43624364436643684370437243744376437843804382 Extrapolated in the case of missing core Figure 4.1 Fracture frequencies along 1 meter intervals of cores 2 and 3. The Jurassic-Triassic boundary (unconformity) Is at 4343.60 m MD RKB; fracture frequencies are generally higher In the Jurassic than in the Triassic. Recorded frequencies Include synsedlmentary features, which seem to be more pronounced In the Triassic.WELL 15/9-19 SR Core photograph Hugin Formation Figure 4.2 Core photograph from the Hugin Formation, at 4336.59-4336.80 m MD RKB. The dark rock Is oil-stained sandstone, the light zones are deformation bands.WELL 15/9-19 SR Thin section photograph 'Hugin FormationSTATOIL |=—1.0 mm Figure 4.3 Thin-section photograph 100X magnification from the Hugin Formation at 4336.84 m MD RKB. The continuation of the light deformation band at the right part of Figure 4.2. The photograph shows quartz grain crushing and strong porosity reduction.WELL 15/9-19 SR Core photograph Hugin FormationSTATOIL B ronn. 15/9-19S Dybde: I Figure 4.4 Fault with clay smear and strlations In the Trlasslc at 4345 m MD RKB.WELL 15/9-19 SR re photograph Hugin FormationSTATOIL Bronn 15.9-19S Dybde: Figure 4.5 Small faults In the Hugln Fm."
49,Geological Report_490,"at 4334 m MD RKB. Dark colour of deformed zone (band) Indicate Invasion of oil.The Sleipner Area Structural framework mapSTATOIL SO°N 80°N 70°N 70°N 60° N 50°N Figure 4.6 The present day structural framework map (from Gage & Dore, 1987). TQA = Tornqulst Alignment, CG = Central Graben, HBFA = Highland Boundary Fault Alignment, VG = Viking Graben.The Sleipner Area Structural settingSTATOIL FLADEN GROUND SPUR IPNER f RACE-GAMftiA HIG AN|||W I/VLT ÉilGE EXTENSIVE SALT DOMING Figure 4.7THE SLEIPNER FIELD Main faults and lineamentsSTATOIL SLEIPNER TERRACE 15/9-1 7N A GAMMA HIGH HYDROCARBONS DRY WELL \THE MAIN FAULT Figure 4.8SLEIPNER ØST AREA Structural depthmap Top RotliegendeSTATOIL 6482000 6480000 - 6478000 - 8476000 - 6474000 -i 6472000 - 6470000 - 6468000 - 6466000 -i 6464000 -432000 434000 436000 6482000 6480000 - 6478000 - 6476000 - 6474000 - 6472000 -6470000 - 6468000 - 6466000 - 6464000 432000 434000 436000 438000 440000 442000 Figure 4.9SLEIPNER ØST AREA Isochore, depth Top Rotliegendes-Base Cretaceous Unc.STATOILSLEIPNER ØST ST8215R Inline 510STATOIL NTheta vest I32292 2400385 450 500 550 600 650 750 800 850Sleipner Øst 900 950 2500 , 2600 2700 2800 2900 207Top Heimdal Fm. Top Shetland Gr. Top Blodøks Fm. BCU Top Mesoz. Sst. Top Rotliegende See Figure 3.12 for location.THETA VEST AREA ST8215RSTATOIL i*. 10500 550 600 650 700 750 800 r:OH* -•••:? ** C. - •'•j«tSi«lfe-:2044» • •;,.,:;::*?"
50,Geological Report_500,"""- ^ ^--«i Wlik/^mVv«8ra!Wa»*((ÉTop Balder Fm. P: ::;;tf -•«•fe. * ||lf||| Top Heimdal Fm. gj^:: w^m^jn^Mjjjjg S^ J Top Shetland Gr. *y^.3^5| k. Top Blodoks Fm. ^•OTM *-» v^- w Top Mesoz. Sst *sf ""Is Top Smith bank Top Rotliegende 3000 3144 ' Seismic «Iri^Ril^i^nro Figure 3.12 for location.•„level. See3mc iWe Vemcal Cross Section through Well Path 15/9-19 SR Vertical exaggeration 2:1STATOIL North West m(MSL) Q 2200 2600 - 3000 3400 — 3800 4200Theta Vest 15/9-19 SR Upper Permian and Triassic Upper Permian-Triass 5km 10km 1km US-FV/8571BIR2 3(Q I Structural cross section through the well path 15/9-19 SR. Note the uplifting at the Top Rotllegendes In local ""graben areas"" relative to the Jurassic - Lower Cretaceous. See Figure 3.12 for location.SLEIPNER ØST ST8215R Inline 703 TI e iN 2092 Top Balder Fm."
51,Geological Report_510,"2250S Top Heimdal Fm|*| iTop Shetland Gr. ± Top Blodøks Fm. 2500765 1000 1100 1200 1300 1400 1461 ^ .^ Top Mesoz.Sstpr^ ^ Top Rotliegende 3250STATOIL 33'éelsmlc Inline 703 In the Sleipner Øst area. Note the thrusted faults. See Figure 3.12 for location.THETA VEST AREAST8215R Inline 579STATOIL 409 700 800 889 •n<Q § Ul2250^ 2500Top Balder Fm. T""- •***ijr: 15/9-ilpj Top Heimdal Fm. Top Shetland Gr. Top Blodøks Fm. ecuTop Mesoz. Sst."
52,Geological Report_520,"#fe Top Smith Bank Top Rotliegende wells*15/9-19 SR (Theta Vest) and 15/9-11 (Sleipner Øst). See Figure 3.12 for location.STATOIL 5 GEOLOGICAL INTERPRETATION 5.1 Introduction The core cut through the Hugin and the Skagerrak Formations, has been analysed and described in detail with respect to palynology, sedimentology and structural geology. In addition, the mineralogy and petrography of these sandstones, and their reservoir quality have been analysed. These data, together with the wireline logs and correlation to neighbouring wells, have been applied in the description of the sedimentary environment in the Sleipner Øst area. 5.2 Biostratigraphy Selective palynological analyses have been undertaken on core samples from the interval 4332.80 - 4380.96 m. In addition, selective new analyses have been undertaken on 15/9- 17 and integrated with existing data over the interval 2717.58 - 2739.55 m. Furthermore, existing datasets for the basal Heather - Hugin Formations in 15/9-9, 15/9-11, 15/9-13, 15/9-15 and 15/9-16 have been reviewed. The results from 15/9-19 SR are discussed in relation to these other sections. Figure 5.1 schematically illustrates the chronostratigraphy of these wells in relation to the Jurassic stratigraphy of wells in the Sleipner Vest area, as reported in Statoil (1993d). Depths referred to are drilled depths (RKB) unless stated otherwise. Core depths are therefore uncorrected. Depths quoted to integers indicate ditch cuttings samples, depths quoted to one decimal place indicate sidewall cores, and to two places indicate core depths."
53,Geological Report_530,"58STATOIL 5.2.1 Chronostratigraphy Table 5.1 15/9-19 SR, biostratigraphy, Statoil 1993. Depth (M) 4316.5 (log) 4332.80-4339.22 4340.65-4343.63 4340.0 (log) 4380.96Lithostratigraphic tops Hugin Formation Skagerrak FormationAge Late? Callovian Callovian indeterminate 5.2.2 Palynological events 4332.80 - 4339.22m: Common D. sellwoodii group, frequent C. dictydia, rare R. aemula. Bisaccates and C. mesozoicus abundant, frequent Botryococcus and (at 4339.22m) common Cyclopsiella spp. 4340.65 - 4343.63m: Cyclopsiella spp. dominant. Questionable C. varispinosum at 4343.63m, rare miospores. 4380.96 m: Barren. Analysed samples: 4332.80m 4334.63m 4339.22m 4340.65m 4343.63m 4380.96m 5.2.3 Palaeo-environmental comments The Hugin Formation samples analysed between 4332.80 and 4343.63 m were deposited in a marine environment. The barren nature of the Skagerrak Formation sample at 4380.96 59STATOIL m precludes positive interpretation although such samples are suggestive of non-marine, high energy fluvio-deltaic or terrestrial, oxidised environments."
54,Geological Report_540,"Within the Hugin Formation, the marine acritarch Cyclopsiella spp. dominates assemblages at 4343.63 and 4340.65 m and is common at 4339.22 m. The abundance of this form suggests the possibility of stressed (shallow, high energy?) marine conditions at these levels. Dinoflagellate cysts are rare in the afore-mentioned samples but increase in numbers and diversity in the overlying interval 4334.63 - 4332.80 m. This suggests a slightly less ""stressed"", more ""normal"" marine environment although the dominance of a few species still indicates a relatively stressed (shallow?) marine environment. Miospores are extremely rare in the Hugin Formation indicating either minimal sediment input from a vegetated terrestrial source or destruction/winnowing in a high energy environment. The consistent presence of the alga Botryococcus spp. indicates minor input/runoff from a freshwater source. 5.2.4 Comparison with 15/9-9, -11, -13, -15, -16 and -17 wells The Hugin Formation in 15/9-19 SR is Callovian in age and probably Late Callovian. A more precise dating is hindered by the sandy and thereby relatively ""clean"" nature of the facies which restricts the recovery of age diagnostic palynomorphs."
55,Geological Report_550,"The age of this sandstone therefore probably correlates with the 15/9-11 Hugin Formation between the top of the formation at 2795.0 (log) and 2809.5 m where Middle Callovian sediments are identified. The section is also time equivalent to the 15/9-13 Hugin Formation between 2763.0 (log) and 2770.88 m. The lower part of the Hugin Formation in 15/9-13 cannot be precisely dated due to the presence of facies unfavourable for recovery of age -diagnostic palynomorphs. In 15/9-9, a time equivalent package is developed in the shale facies of the Heather Formation between the top of the formation at 2627.0 (log) and 2633.0 m where Middle Callovian sediments are identified. Time equivalent sections are not developed in either the 15/9-15 or 16 wells. In 15/9-15 an Early Oxfordian aged Heather Formation directly overlies presumed Triassic Skagerrak Formation sediments. In 15/9-16, presumed Triassic Smith Bank Formation sediments are overlain by Early Cenomanian aged Chalk Group sediments. Four core samples were prepared and analysed from 15/9-17 over the interval 2717.50 - 2739.45m. In addition, existing slides from the overlapping interval 2716.20 - 2755.33m were re-analysed. This cored sandstone interval proved to be barren of in situ palynomorphs and the age is therefore indeterminate. 60STATOIL 5.2.5 Blostratigraphy of the 15/9-9, 11, 13, 15, 16 and 17 wells Table 5.2 15/9-9, biostratigraphy, RRI (1981)."
56,Geological Report_560,"Depth (M) 2625.0 (log) 2626.0 2627.0 (log) 2628.0-2630.5 2633.0-2637.0Lithostratiqraphic tops Draupne Formation -Hiatus Heather Formation 2642.0 (log) Skagerrak Formation 2668.75-2749.45Age ""Middle"" Kimmeridgian Late Callovian Middle Callovian indeterminate 61STATOIL Table 53 15/9-11, biostratlgraphy, RRI (1982a). Depth (M) 2752.0 (log) 2754 2760 2765.0 2770 2776.0 (log) 2782.0 2795.0 (log) 2809.5Lithostratigraphic tops Draupne Formation Heather Formation Hugin FormationAge Kimmeridgian E. Kimmeridgian L. Oxfordian M. Oxfordian M. Oxfordian M. Callovian -Hiatus-- 2830.0 (log) Smith Bank FormationO STATOIL Table 5.4 Depth (M) 2762.0 (log) 2762.9 2763.5 (log) 2768.45 2769.10-2770.É 2771.1-2789.915/9-13, biostratigraphy, RRI (I982b). Lithostratigraphic tops Heather Formation Hugin Formation -Hiatus-Age Early Oxfordian ?Callovian Late Callovian ?Callovian 2791.0 (log) Smith Bank Formation Table 5.5 15/9-15, biostratigraphy, RRI (I982c). Depth (M) 2756.0 (log) 2768.0-2793.0 2805.33-2809.71 2817.35 2821.0 (log)Lithostratiqraphic tops Heather Formation -Hiatus Skagerrak FormationAge Kim.-Middle Oxfordian Middle Oxfordian Early Oxfordian 63STATOIL Table 5.6 15/9-16, biostratlgraphy, RRI (1983a). Depth (M) 2643.0 (log) 2690.2 2705.0 (log) 2707.5Lithostratigraphic tops Chalk Group, Plenus Mari FmAge Early Cenomanian Hiatus- Smith Bank Formation indeterminate Table 5.7 15/9-17, biostratlgraphy, RRI (1983b) and Statoil 1993. Depth (M) 2715.0 2716.20-2755.33 2847.0Lithostratiqraphic tops Age ? Hugin/Skaggerrak Formation indeterminate Smith Bank Formation 5.3 Lithostratigraphy The 15/9-19 SR well was drilled through a sedimentary succession ranging from Quartemary to Triassic age. TD was reached in the Skagerrak Formation at 3110.3 meter below sea level. The drilling prognosis versus drilling results is given in Figure 5.2. The stratigraphic breakdowns in well 15/9-19 SR is presented in Table 5.8."
57,Geological Report_570,"The subdivision is based on wireline logs, lithostratigraphy, biostratigraphy and correlation to neighbouring wells. The lithostratigraphic nomenclature from NPD-bulletin 3 (Vollset & Dore, 1984) and NPD-bulletin 5 (Isaksen & Tonstad, 1989), have been used in the evaluation. The Two Way Time values are from the VSP-report from Read Well Services (1993). Based on samples and core description from the wellsite geologists, a lithostratigraphic summary for the well interval is given below. A more detailed description of the cored part of the reservoir interval is reported in Chapter 5.4.2. 64STATOIL Table 5.8 Table of IHhostratigraphy, well 15/9-19 SR. Lithostratigraphic tops. NORDLAND GROUP Utsira Fm HORDALAND GROUP Skade Fm Grid Fm ROGALAND GROUP Balder Fm Sele Fm Lista Fm Heimdal Fm SHETLAND GROUP Ekofisk Fm Tor Fm Hod Fm Blodøks Fm HidraFm GROMER KNOLL GROUP Rødby Fm Sola Fm Aasgard Fm VIKING GROUP Draupne Fm Heather Fm VESTLAND GROUP Hugin Fm TRIASSIC GROUP Skagerrak Fm TDDepth MD Depth TVD m RKB m MSL 106.0 84.0 847.8 817.5 1107.5 1034.3 1313.0 1156.3 3008.0 2040.2 3301.6 2206.8 3301.6 2206.8 3402.5 2268.0 3483.0 2318.0 3622.5 2405.0 3827.0 2527.6 3827.0 2527.6 3850.0 2542.5 4046.5 2669.6 4150.0 2740.4 4167.5 2752.9 4175.5 2758.6 4175.5 2758.6 4187.5 2767.3 4201.0 2777.2 4304.0 2854.4 4304.0 2854.4 4309.5 2858.6 4316.5 2864.0 4316.5 2864.0 4340.0 2882.0 4340.0 2882.0 4641.0 3110.3Thickness m 950.3 216.8 73.9 129.4 61.2 50.0 87.0 122.6 14.9 127.2 70.8 12.5 5.7 8.7 9.8 77.3 4.2 5.4 18.0 228.2TWT sec. 0.113 0.880 1.10 1.220 2.020 2.140 2.152 2.230 2.309 2.384 2.479 2.547 2.554 2.565 656 STATOIL 5.3.1 The Nordland Group (84.0 - 1034.3 mMSL) The group comprises of silty claystones with some minor sand stringers, down to the top of the Utsira Formation. The claystone is dark greenish grey, soft, soluble, sticky, micromicaceous to micaceous, moderate to very calcareous, sandy and silty, locally grading to siltstone. The siltstone is olive grey, soft, sandy, very argillaceous, micromicaceous and slightly to moderate calcareous."
58,Geological Report_580,"The sand consists of clear, translucent quartz grains. The grains are medium, occasionally coarse, subangular to subrounded and loose. Traces of lithic fragments are recorded in the section. The Utsira Formation (817.5 - 1034.3 mMSL) consists of mainly sand with some claystone stringers. The sand is composed of transparent to translucent, occasionally opaque quartz. The grains are fine to medium, subangular to subrounded, poor to moderate sorted and loosely packed, occasionally with white calcareous matrix. The claystone is medium grey, soft, sticky, slightly to very silty, locally micromicaceous and slightly calcareous. Shell fragments, forams and glauconite are very common in the formation. 5.3.2 The Hordaland Group (1034.3 - 2206.8 mMSL) The upper part consists of mainly claystone with some limestone stringers. The claystone is olive grey, occasionally dark greenish grey, soft to firm, locally subfissile, silty and non to slightly calcareous."
59,Geological Report_590,"Traces of glauconite are dispersed in the claystone. The limestone is white, soft, micritic, occasionally light grey, hard and cryptocrystalline. Two sand sequences are encountered, the first being the Skade Formation (1156.3 - 1230.3 mMSL). The second one is the Grid Formation (2040.2 - 2169.6 mMSL), which itself is made up of an upper and lower sand. These sands are predominantly medium, with minor fine and coarse fractions and well sorted. Below the Grid Formation the lower Hordaland Group consists of pale green/blue grey to grey and grey brown claystones. Frequent hard limestone and dolomitic stringers are encountered. 5.3.3 The Rogaland Group (2206.8 • 2527.6 mMSL) The Balder Formation (2206.8 - 2268.0 mMSL) is composed dominantly of light to dark grey to green grey and occasionally red brown claystone with casual limestone stringers and tuffaceous horizons. The Sele Formation (2268.0 - 2318.0 mMSL) consists of dark grey to brown grey claystone with thin limestone and dolomitic stringers. Occasional tuffs are observed in the upper part of Sele."
60,Geological Report_600,"The claystone of the Lista Formation (2318.0 - 2405.0 mMSL) are medium to dark initially, 66STATOIL becoming pale to medium olive/green grey and pale to medium grey. Frequent dolomitic limestone and limestone stringers are encountered, generally becoming increasingly calcareous and less dolomitic with depth. The Heimdal Formation (2405.0 - 2527.6 mMSL) consists of a massiv sandstone with claystone beds and minor calcareous sandstones. The sandstone is predominantly found as loose clear quartz, with occasional red stained grains and rare lithic fragments. The grain size is predominantly very fine to medium, and occasionally coarse. In the core the sandstone is seen to be mainly cemented with silica and clay matrix. Although some elongate grains are observed, the grains are general subangular to subrounded and mainly subspherical. Furthermore, they are very poorly sorted. The claystone beds are predominantly greenish grey and rarely micropyritic. 5.3.4 The Shetland Group (2527.6 - 2758.6 mMSL) The Ekofisk Formation (2527.6 - 2542.5 mMSL) is recognised as an off white to occasionally light grey limestone, with minor greenish grey claystone."
61,Geological Report_610,"The limestone is mainly microcrystalline to cryptocrystalline and moderately argillaceous in part. The Tor Formation (2542.5 - 2669.6 mMSL) consists of a predominantly white limestone, hard and brittle with chalky texture in places. It is dominantly micritic, but also microcrystalline and cryptocrystalline in places. No chert is observed. Rare thin laminations of light grey claystone are observed within the limestone. No obvious lithological change can be seen into the Hod Formation (2669.6 - 2740.4 mMSL). The Formation has been picked by a decrease in resistivity and a minor gamma peak. With depth the limestone locally becomes argillaceous and grades into a marl. Towards the base, glauconite is common. The Blodøks Formation (2740.4 - 2752.9 mMSL) consists of mart which is medium to dark grey, hard, blocky and with brown to black argillaceous lamination."
62,Geological Report_620,"The marl is locally grading to calcareous claystone towards the base of the formation. The Hidra Formation (2752.9 - 2758.6 mMSL) is as described for the Blodøks Formation. 5.3.5 The Cromer Knoll Group (2758.6 - 2854.4 mMSL) The Rødbv Formation (2758.6 - 2767.3 mMSL) consists of mari/claystone as described for the Blodøks Formation. The Sola Formation (2767.3 - 2777.2 mMSL) consists of mari/claystone as described above. 67b STATOIL The Åsaard Formation (2777.2 - 2854.4 mMSL) is mainly composed of interbedded limestone and marl with some minor layers of claystone and siltstone. The limestone is mainly white to light grey. It is moderate hard, brittle, slightly to moderate argillaceous, locally silty to very silty, occasionally glauconitic and sometimes slightly micaceous. The marl is medium to dark grey, hard and blocky with brownish black argillaceous laminations. In part the marl is grading to very calcareous claystone. The claystone is light to dark grey, locally greenish grey to bluish grey, firm, subblocky to fissile, non to very calcareous, carbonaceous, micaceous and slightly, to locally very silty."
63,Geological Report_630,"The siltstone is light to dark grey, locally light to medium greyish green to greenish grey, moderate hard, slightly to moderate calcareous, micaceous, arenaceous in part, occasionally very argillaceous and in part grading to silty calystone. 5.3.6 The Viking Group (2854.4 - 2864.0 mMSL) The group consists of the Draupne (2854.4 - 2858.6 mMSL) and Heather (2858.6 - 2864.0 mMSL) Formations. There is no obvious lithological change between the Formations. The Heather Formation is picked on a decrease in gamma peak and increase in the velocity log. The Draupne and Heather Formations consists of very dark brownish grey claystone, which is firm to very firm, slightly to occasionally moderate dolomitic, carbonaceous, very micaceous and with traces of pyrite. At the base, the claystones become moderate to very silty and locally arenaceous . 5.3.7 The Vestland Group (2864.0 - 2882.0 mMSL) The group is represented by a minor part of the Hugin Formation. The formation consists of olive grey sandstone which is locally dusky yellow brown stained. The grains are fine to medium, occasionally coarse and rarely very coarse. They are moderate to well sorted, locally poor sorted, subangular to subrounded and subspherical."
64,Geological Report_640,"The sandstone is friable, moderate cemented with silica, occasionally calcite, micromicaceous and with moderate to good visible porosity. 5.3.8 The Trlasslc (2882.0 -3110.3 mMSL) The Triassic interval is represented by a part of the Skagerrak Formation. It consists mainly of sandstone with some silty interbedded sections. The sandstone is white to off-white, locally very light grey, bluish grey or yellow grey. The grains consists of clear, translucent quartz.They are predominantly very fine, occasionally fine, sometimes coarse to very coarse subelongated to spherical, predominantly subangular to subrounded, but sections with angular and rounded grains occur. Commonly the grains are associated with matrix consisting of rock flour or silt, together with some calcitic and dolomitic cement. The sandstone is argillaceous and occasionally containing copper coloured mica. The siltstoneSTATOIL is white to very light to medium greenish grey to light bluish grey, locally red brown, friable to moderate hard, slightly calcareous and dolomitic, argillaceous, arenaceous in part and micromicaceous. 5.4 Core description and sedimentology Three cores were cut through the well 15/9-19 SR. The coring record is shown in Table 5.9."
65,Geological Report_650,"Only core no. 2 has been described in detail. It was the only one which was cut in the reservoir section. The description and interpretation of the core is complicated due to extensive oil staining in the Jurassic section and due to abundant fractures and faults throughout the entire cored section. The borehole has a deviation of ~ 40* in the cored interval. All depths given are original core depths. Table 5.9 Core record, well 15/9-19 SR. CORE NO. CORE TOP AND BOT. DEPTH mLOG TOP AND BOT DEPTH m MD RKBUNIT 1 2 33643.000 4328.850 4355.0003647.500 4354.200 4383.0004325.85 4352.004351.20 4380.00HEIMDAL HUGIN/SKAGERRAK SKAGERRAK 5.4.1 The Trlassic section, the Skagerrak Formation Sedimentological description of the interval 4343.60 - 4354.20 m The following section is a general description of the above mentioned core interval."
66,Geological Report_660,"A more detailed description is given in Figure 5.4. The interval consists of light grey sandstones interbedded with some layers of greenish grey mudclast conglomerates. The interval is extensively cemented by kaolinite and dolomite (Chapter 5.5.3). The extensive cementation in this interval seems to hinder identification of sedimentary structures in the sandstones. The sandstones seem massive, but this may as mentioned, be due to the extensive cementation. Some weak parallel, inclined(?) lamination is observed. The grainsize is in the range very fine to fine. Abundant pyrite is observed. 69STATOIL The conglomerates consist of greenish grey, angular to subangular mudclasts of 0.5 - 4 cm size."
67,Geological Report_670,"The matrix consists of light grey, very fine to fine sandstone. The mudclasts show a horizontal parallel lamination. The base of the conglomerates are characteristically scoured. The conglomerates constitute the lower part of fining upward (FU) sequences, whereas the sandstones constitute the upper part. The FU-sequences varies from 0.5 - 2 m in thickness; the conglomerates constitute maximum 10-15 cm of this. In addition to abundant fractures, the interval seems to contain a fault zone; in the interval of about 4348 - 4350 m. This is seen as bed boundaries nearly parallel to the borehole; this is particularly clear for the greenish grey mudclast conglomerate in this interval. Interpretation No characteristic bioturbation has been identified in the interval, indicating a non-marine environment. The overall stacked fining upward sequences with scouring mudclast conglomerates at the base suggest channel deposits of fluvial origin. The lack of overbank deposits, may indicate a low sinousity braided stream. 5.4.2 The Jurassic section, the Hugln Formation Sedimentoloqical description of the interval 4328.00 - 4343.60 m The following section is a general description of the above mentioned core interval."
68,Geological Report_680,"A more detailed description is given in Figure 5.4. The interval consists mainly of clean sandstones. These sandstones are brownish due to oil staining, the coarser grained sandstones more oil stained than the finer. As previously mentioned the extensive oil staining and abundant fracturing, complicate the identification of sedimentary structures in this interval. The sandstones of this interval are divided into four facies, based on grainsize and sedimentary structures: Facies A Fine grained sandstone with parallel laminated mudstreaks. Slumped/distorted strata is observed. Moderately - strong bioturbation is observed in this facies. Some horizontal burrows, ~ 1 cm; possible Palaeophycus burrows. This facies is less than 30 cm thick, and constitutes a very minor part of the cored interval. Facies B - Fine to medium grained sandstone."
69,Geological Report_690,"Fairly homogenous, massive in appearence, some rare coarse floating quartz grains. Some concave non-parallel lamination; possible cross bedding. Weakly bioturbated; scattered Ophiomorpha burrows, < 1 cm, are observed. This facies is 1 - 1.5 m in thickness, and constitutes a major part 70STATOIL of the cored interval. Fades C - Medium to coarse grained sandstone. Some 2 - 3 mm quartz grains. Appears as stacked small, 10-20 cm, fining upward units, with scouring base. Possible cross bedding. Some rare burrows are observed. Fades D - This facies may seem similar to fades C, exept for the fact that the entire interval comprises a more uniformly medium to coarse grained sandstone."
70,Geological Report_700,"Some minor fining upward trends are observed in the only interval that contains this facies; 4328.80 - 4330.85 m. The fining upward trends are 50 - 75 cm thick, with no distinct scouring bases. Abundant concave non-parallel coaly streaks are observed. This is the only part of the cored interval that contains such coaly streaks. Possible trough cross bedding is observed. The observed thickness of this facies is about 1.5 m. Facies A, B and C are vertically stacked in what seems to be an overall fining upward sequence, with facies C as the coarsest and lowermost facies in the FU-sequence. However, the observed stacking pattern may not be the correct stratigraphical stacking pattern, due to the extensive fracturing/faulting seen in the core. Facies D comprises the uppermost part of the cored interval. In addition to abundant fractures, the interval seems to contain two fault zones; in the interval of about 4336 - 4338 m and in the interval of about 4339.5 - 4341 m. These fault zones are seen as extensive fractured intervals, with very sharp, ""abnormal"" grain size changes. Interpretation It is difficult to be conclusive regarding the environmental setting of these sandstones of the Hugin Formation. Bioturbation and the identified trace fossils give a marine setting, the low diversity and abundance of trace fossils though indicating a stressed environment."
71,Geological Report_710,"The overall fining upward sequences of facies, with scouring bases, indicate a channelized setting; where facies C is interpreted to be the base of the channel deposits. The uppermost facies D, with increased carbonaceous material, may indicate a shift towards a more extensive eroding channel. Biostratigraphical analyse (Chapter 4.2) has identified fresh water algae in the interval 4332.80-4339.22, indicating run-off from a fresh-water source. A combination of shoreface deposits and more fluvial(?) channels are proposed as depositional environment for these sandstones of the Hugin Formation; this may be a part of a mouth bar setting. 71STATOIL 5.4.3 Conclusions Enclosure 13 shows a comparison of the core description and a suite of wireline logs. The sediments of the Triassic Skagerrak Formation is interpreted to be channel deposits of fluvial origin. The sediments of the Jurassic Hugin Formation is interpreted to be deposited in a possible mouth bar setting, although it is difficult to be conclusive regarding depositional environment. 5.5 Mineralogy and petrology Whole rock x-ray diffraction (XRD), petrographic point count, and Scanning Electron Microscopy (SEM) analysis data from cored intervals of the 15/9-19 SR well have been performed by Statoils Geological Laboratory, in order to characterize the mineralogy and petrography of these sandstone units and evaluate the controls on reservoir quality. The following summary has been specially prepared for this Theta Vest discovery well report The data presented here are from the following cored intervals: Formation Interval (mD MSL) Samples Heimdal 3643.00 - 3645.50 6 Hugin 4328.85 - 4343.25 16 Skagerrak 4344.25 - 4354.00 11 All samples have been examined by whole rock XRD, and selected samples by thin section petrography/SEM analysis."
72,Geological Report_720,"5.5.1 The Heimdal Formation (Rogaland Gp., 3643.00-3645.50 m) The 2.5 m Heimdal Fm. interval examined consists of uniform, fine to medium grained, subarkosic arenite sandstones. Whole rock XRD analyses (Table 5.10) show the extremely uniform petrologic composition of this interval, which is characteristic of the Heimdal Fm. in the area. Weight percent quartz ranges from 80 to 84, and the sandstone has equal amounts of plagioclase and K-feldspar. Chlorite makes up most of the approximately 5 72STATOIL weight percent clay minerals, along with minor amounts of illite. Petrographic analysis data (Table 5.11) is consistent with the XRD petrologic results, and indicate about 2 - 4 volume percent quartz cement. The petrographic data also show anomalous low intergranular macroporosity values of 5 - 11 volume percent. On average, this accounts for only about 34 % of the total Helium porosity measured by conventional core analysis (average He porosity = 26 %). Substantial amounts of microporous dispersed clay and clay matrix (Figure 5.5) are mainly responsible for this large discrepancy, and also probably for the anonymously low measured core permeabilities (12-40 mD)."
73,Geological Report_730,"Because this petrologic feature may represent a more extreme development related to resistivity transition zone problem of the Sleipner Øst Field, it was investigated further. Special day mineral XRD analyses were performed on samples from 3644.50 and 3645.00 m in order to better characterize the dispersed clay and clay matrix observed by petrographic analysis. The less than 2 micron and less than 0.5 micron clay fractions were examined. The results show that all four separates consist predominantly of iron-rich chlorite, with minor amounts of illite/smectite (5 - 10 % expandable layers). The results confirmed petrographic observations that the dispersed clay is mainly derived from detrital clay matrix, clasts, and pellets. SEM observations (for example: 3644.50 m) indicate that diagenetic recrystallization or alteration of the clay has also occurred (Figure 5.6). These results will be integrated into the Sleipner Øst petrologic investigation of the resistivity transition zone. 5.5.2 The Hugin Formation (Vestland Gp., 4328.85-4343.25 m) The 15m Hugin interval examined consists of highly variable, fine to coarse grained, well to poorly sorted, subarkosic arenite sandstones with good to excellent reservoir properties. Whole rock XRD analyses (Table 5.10) show 55 - 94 weight percent quartz, with K- feldspar and no detectable plagioclase, except in the deepest sample (4343.25 m), which may represent reworked material from the underlying Skagerrak Formation. Clay minerals consist mostly of variable amounts of kaolinite (3 - 28 weight %), and lesser amounts of illite."
